"","fid","x","submission_date","meta_instance_id","village","age","gender","ethnicity","education","born","household_size","hs","household_comp","hc_gen","hc_det","young_boy","adolesc_boy","men","young_girl","adolesc_girl","women","food_uncertainty","selling_possessions","farm","livestock","conflict_type","crop_threat_rate","farm_size","field_sight","farm_walk","months_planted","crops_planted","crop_prot","other_crop_prot","crop_species","other_crop_species","top_species","other_top_species","elephant_crops_vao","herd_comp","cattle","sheep","goat","donkey","dog","chicken","duck","other_livestock","livestock_threat","small_lv_prot","small_lv_prot_other_day","small_lv_prot_other_night","med_lar_lv_prot","med_lar_lv_prot_other_day","med_lar_lv_prot_other_night","med_lar_lv_guard_day","guard_ave_day","med_lar_lv_guard_night","guard_ave_night","lv_small_loss","chicken_loss","duck_loss","other_small_loss","species_small_lv","species_small_lv_other","species_concern_small_lv","species_concern_small_lv_other","lv_med_loss","cattle_loss","goat_loss","sheep_loss","donkey_loss","dog_loss","other_med_loss","species_med_lv","species_med_lv_other","species_concern_med_lv","species_concern_med_lv_other","lv_ele_vao","lv_hyena_vao","lv_lion_vao","lv_leopard_vao","species_structures","household_location_altitude","household_location_accuracy","key","elephant_c","baboon_c","buffalo_c","hippo_c","other_c","vervet_c","elephant_l","hyena_l","lion_l","leopard_l","conflict","species","ID","crop","c70","c2070","river","road","gse_slope30m","build_dens","settle_dist"
"657",238,264,"NA","uuid:3215ac2e-0f4b-4bab-9983-2ab940f7c46f","Wamahe",60,"Female","Msukuma","None","No","12",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",16,"Yes","0_15","9","2","Guarding Shouting","","Elephant","","Elephant","","Always","Cattle Sheep Dog","30","23","NA","NA","5","NA","NA","NA","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","2","NA","NA","","NA","NA","NA","","NA","","NA","Cattle Sheep","5","NA","6","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","Elephant Hyena",1442.3,4.8,"uuid:3215ac2e-0f4b-4bab-9983-2ab940f7c46f",1,0,0,0,0,0,0,1,0,0,0,"baboon",238,0.132804229855537,0.0135449739173055,0.696719586849213,0.0213227514177561,0.00804232805967331,2.71088790893555,50.6753768920898,2368.10083007812
"658",239,265,"NA","uuid:dc82bc72-9133-44ce-8cc1-5688be7c2d9f","Makundusi",56,"Female","Mkurya","None","Yes","9",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"1","2","2","2","NA","2",4,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",8,"No","60_plus","9","4","Shouting Chasing","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken Duck","20","5","10","NA","1","1","3","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","Elephant",1377.9,5,"uuid:dc82bc72-9133-44ce-8cc1-5688be7c2d9f",1,0,0,0,0,0,0,0,0,0,0,"baboon",239,0.274550259113312,0.00380952376872301,0.364920645952225,0.0286243390291929,0.0151322754099965,2.50045919418335,27.5205421447754,424.430877685547
"659",240,266,"NA","uuid:78c64a59-8eee-492d-99ba-088d26faf920","Makundusi",45,"Male","Mkurya","Primary","Yes","15",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",20,"No","45_60","8","4","Guarding Shouting Chasing","","Elephant","","Elephant","","Always","Cattle Sheep Goat Donkey Dog Chicken","200","80","60","3","5","30","NA","NA","Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","2","NA","NA","","NA","NA","NA","","NA","","NA","Cattle Goat","2","5","NA","NA","NA","NA","Leopard Lion","NA","Leopard","NA","","","Always","Often","Elephant",1320.3,4.7,"uuid:78c64a59-8eee-492d-99ba-088d26faf920",1,0,0,0,0,0,0,0,1,1,0,"baboon",240,0.237566143274307,0.00555555569007993,0.467830687761307,0.0325925908982754,0.0116402115672827,2.49635291099548,33.7098999023438,800.27294921875
"660",241,267,"NA","uuid:a9ed6595-d167-4607-b841-b2bee76a2453","Makundusi",24,"Female","Mkurya","","No","10",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage","Wildlife",2,"No","15_30","9","2","Guarding Fire Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken","160","6","10","NA","2","20","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","2","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1453.5,5,"uuid:a9ed6595-d167-4607-b841-b2bee76a2453",1,0,0,0,0,0,0,0,0,0,0,"baboon",241,0.255767196416855,0.00650793639943004,0.475925922393799,0.0396296307444572,0.0108994711190462,2.55859923362732,44.7070655822754,1281.27770996094
"661",242,268,"NA","uuid:b18715ae-9227-47cd-954d-1e2478601c03","Makundusi",30,"Female","Mkurya","Primary","Yes","NA",0,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",70,"No","60_plus","9","10","Guarding Fire Shouting Chasing","","Elephant Other","Tumbili","Elephant","","Always","Cattle Sheep Goat Donkey Dog Chicken","50","20","13","9","11","24","NA","NA","Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","2","NA","NA","","NA","NA","NA","","NA","","NA","Cattle Goat Sheep Dog","3","8","12","NA","2","NA","Elephant Hyena Leopard","NA","Hyena","NA","Often","Often","","Often","Elephant Hyena",1312.9,5,"uuid:b18715ae-9227-47cd-954d-1e2478601c03",1,0,0,0,1,1,1,1,0,1,0,"baboon",242,0.224285706877708,0.0205291006714106,0.57835978269577,0.0417460314929485,0,2.42931437492371,38.9598045349121,3151.80493164062
"662",243,269,"NA","uuid:2f868493-1ec3-47e2-96c6-5873ac83095b","Mosongo",45,"Male","Mkurya","Primary","Yes","12",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","No","No_conflict","Weather",4,"Yes","0_15","8","3","None","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1418,4.8,"uuid:2f868493-1ec3-47e2-96c6-5873ac83095b",0,0,0,0,0,0,0,0,0,0,0,"baboon",243,0.168095231056213,0.0631746053695679,0.524550259113312,0.0180423278361559,0.0113227516412735,3.62519288063049,41.8886985778809,10203.9384765625
"663",244,270,"NA","uuid:28889afd-3dc5-46ba-b6a4-fc5e01dad58f","Mosongo",46,"Male","Mkurya","Primary","Yes","11",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"1","2","2","2","2","2",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",9,"No","60_plus","8","3","Guarding Shouting","","Elephant","","Elephant","","Often","Cattle Sheep Goat Donkey Dog Chicken Duck","10","8","10","1","2","25","3","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","3","1","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","",1408,5,"uuid:28889afd-3dc5-46ba-b6a4-fc5e01dad58f",1,0,0,0,0,0,0,1,0,0,0,"baboon",244,0.160846561193466,0.0224338620901108,0.636772513389587,0.0174603182822466,0,2.2730405330658,40.0650482177734,11229.134765625
"664",245,271,"NA","uuid:cd46a7ae-3cde-49b1-8fc8-2f12fe257135","Mosongo",25,"Female","Mkurya","Primary","Yes","13",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"4","1","1","5","NA","2",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Weather",20,"Yes","15_30","8","4","None","","Elephant","","Elephant","","Rarely","Cattle Sheep Goat Donkey Dog Chicken","35","15","9","1","3","15","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Sheep","NA","NA","1","NA","NA","NA","Hyena","NA","Hyena","NA","","Rarely","","","",1407.2,4.8,"uuid:cd46a7ae-3cde-49b1-8fc8-2f12fe257135",1,0,0,0,0,0,0,1,0,0,0,"baboon",245,0.186878308653831,0.0312169305980206,0.632116377353668,0.0179365072399378,0,2.26148223876953,36.3072204589844,10510.12890625
"665",246,272,"NA","uuid:45a80864-6b17-4f6f-8e7e-d91c172e4e00","Mosongo",36,"Male","Mkurya","Primary","Yes","17",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","No","Crop_damage","Weather",6,"Yes","15_30","8","4","Guarding None","","Elephant","","Elephant","","Sometimes","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1403.1,3.8,"uuid:45a80864-6b17-4f6f-8e7e-d91c172e4e00",1,0,0,0,0,0,0,0,0,0,0,"baboon",246,0.180476188659668,0.0386243388056755,0.575925946235657,0.0205291006714106,0.0100529100745916,2.92908692359924,33.9309501647949,9099.1494140625
"666",247,273,"NA","uuid:d03f14da-cfd3-4672-822f-0efcf1c582af","Mosongo",23,"Female","Mkurya","Primary","Yes","2",1,"Men Women",1,1,"NA","NA","1","NA","NA","1",4,"Frequently","Yes","Yes","Livestock_loss_med","Weather",3,"Yes","0_15","8","4","Guarding Shouting Chasing","","","","","","","Cattle Chicken","12","NA","NA","NA","NA","4","NA","NA","Weather","Night_contained Day_none","NA","NA","Day_guard Night_contain","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Cattle","1","NA","NA","NA","NA","NA","Hyena","NA","Hyena","NA","","Always","","","",1429.5,4.6,"uuid:d03f14da-cfd3-4672-822f-0efcf1c582af",0,0,0,0,0,0,0,1,0,0,0,"baboon",247,0.152910053730011,0.0986772477626801,0.472698420286179,0.0115343919023871,0.0100529100745916,4.17204761505127,29.7310276031494,7976.576171875
"667",248,274,"NA","uuid:c2c2f4c3-ce50-435c-a235-382c80933ed8","Mosongo",52,"Female","Mkurya","Primary","Yes","12",1,"",0,0,"NA","NA","NA","NA","NA","NA",5,"Frequently","Yes","Yes","Crop_damage","Weather",6,"No","45_60","9","4","Guarding Fire Shouting Chasing","","Elephant","","Elephant","","Always","Cattle Sheep Dog Chicken","20","2","NA","NA","1","8","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1391.6,4.5,"uuid:c2c2f4c3-ce50-435c-a235-382c80933ed8",1,0,0,0,0,0,0,0,0,0,0,"baboon",248,0.218306884169579,0.0581481494009495,0.491375654935837,0.0187830682843924,0.00931216962635517,3.58570981025696,41.7781715393066,6612.85400390625
"668",249,275,"NA","uuid:207f5e27-7c4d-4f84-9f0b-074bd66a401c","Makundusi",45,"Female","Mkurya","Primary","Yes","11",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","No_conflict","Weather",3,"Yes","0_15","9","2","None","","","","","","","Cattle Sheep Donkey Dog Chicken","12","6","NA","1","1","4","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1468.2,5,"uuid:207f5e27-7c4d-4f84-9f0b-074bd66a401c",0,0,0,0,0,0,0,0,0,0,0,"baboon",249,0.208941802382469,0.0434391535818577,0.492857128381729,0.0185185186564922,0,3.78921914100647,51.3937835693359,4706.79736328125
"669",250,276,"NA","uuid:d44d7fc9-fd8a-42f0-92c3-4f81d1749552","Mosongo",42,"Female","Mzanaki","Primary","No","9",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"1","2","3","1","NA","2",4,"Frequently","Yes","Yes","Crop_damage Structure","Weather",6,"Yes","0_15","9","3","Guarding Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Dog","32","NA","NA","NA","4","NA","NA","NA","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","Elephant",1354.6,4.6,"uuid:d44d7fc9-fd8a-42f0-92c3-4f81d1749552",1,0,0,0,0,0,0,0,0,0,0,"baboon",250,0.238677248358727,0.0333333350718021,0.515661358833313,0.0307407416403294,0,2.81198358535767,54.6542510986328,4053.02905273438
"670",251,277,"NA","uuid:62675ca9-4bf0-4223-a308-935d54eeccfb","Nyambureti",21,"Male","Mkurya","O_level","Yes","7",1,"Young_boy Men Adolesc_girl Women",1,1,"2","NA","2","NA","1","2",4,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",8,"Yes","0_15","8","5","Guarding Shouting Chasing Other","Torch ","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","16","7","18","NA","2","8","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys","2","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","Elephant",1286,3.9,"uuid:62675ca9-4bf0-4223-a308-935d54eeccfb",1,0,0,0,0,0,0,0,0,0,0,"baboon",251,0.192010581493378,0.0240740738809109,0.638941824436188,0.0386243388056755,0,2.26495122909546,31.1125812530518,4392.677734375
"671",252,278,"NA","uuid:53c59f9c-970f-4b4f-a54e-5a78d6b8c73d","Nyambureti",31,"Female","Mzanaki","O_level","Yes","4",1,"Young_boy Men Young_girl Women",1,1,"1","NA","1","1","NA","1",4,"Frequently","Yes","No","Crop_damage","Wildlife",3,"Yes","15_30","8","4","None","","Elephant","","Elephant","","Often","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1433.2,3.7,"uuid:53c59f9c-970f-4b4f-a54e-5a78d6b8c73d",1,0,0,0,0,0,0,0,0,0,0,"baboon",252,0.121428571641445,0.0526455044746399,0.661534368991852,0.0299470890313387,0.00978835951536894,2.40593194961548,32.1072998046875,6725.21484375
"672",253,279,"NA","uuid:86bef656-cbb0-419d-a958-7ffb07a969d5","Nyambureti",37,"Male","Mkurya","Primary","Yes","8",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",10,"Yes","0_15","9","3","Guarding Fire Shouting Chasing","","Elephant","","Elephant","","Always","Cattle Dog","16","NA","NA","NA","3","NA","NA","NA","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","Hippo",1381.7,4.4,"uuid:86bef656-cbb0-419d-a958-7ffb07a969d5",1,0,0,0,0,0,0,0,0,0,0,"baboon",253,0.099894180893898,0.0699470862746239,0.699999988079071,0.0268783066421747,0.0096825398504734,2.38019680976868,34.096736907959,6671.2763671875
"673",254,280,"NA","uuid:27883b71-9b84-4e56-8d7e-ef9ec9290bf6","Nyamirama",35,"Female","Mkurya","O_level","No","5",1,"Young_boy Men Women",1,1,"1","NA","2","NA","NA","2",4,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",20,"No","45_60","8","4","Guarding Fire Shouting Chasing","","Elephant","","Elephant","","Sometimes","Cattle Sheep Goat Dog Chicken","34","9","15","NA","3","24","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","Elephant",1316,4.6,"uuid:27883b71-9b84-4e56-8d7e-ef9ec9290bf6",1,0,0,0,0,0,0,0,0,0,0,"baboon",254,0.148201063275337,0.0569841265678406,0.678888916969299,0.00550264539197087,0,2.21099829673767,32.1625595092773,9415.5693359375
"674",255,281,"NA","uuid:38ead278-ed66-4894-82ae-51f3a14db344","Kenokwe",32,"Male","Mkurya","Primary","Yes","NA",0,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",10,"No","60_plus","9","3","Guarding Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Sheep Goat Donkey Dog","5","5","5","2","2","NA","NA","NA","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Cattle Goat Sheep","4","5","3","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","Elephant Hyena",1533.6,5,"uuid:38ead278-ed66-4894-82ae-51f3a14db344",1,0,0,0,0,0,0,1,0,0,0,"baboon",255,0.207671955227852,0.0422222204506397,0.697089970111847,0.00603174604475498,0,2.07567143440247,36.4730072021484,10805.1845703125
"675",256,282,"NA","uuid:0dd4faba-c923-44bd-8583-b9e603e431bd","Kenokwe",32,"Female","Mkurya","Primary","Yes","10",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",3,"No","60_plus","9","4","Guarding Shouting Chasing","","Elephant","","Elephant","","Rarely","Cattle Donkey Dog","35","NA","NA","1","3","NA","NA","NA","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","2","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","Elephant",1425.3,4.9,"uuid:0dd4faba-c923-44bd-8583-b9e603e431bd",1,0,0,0,0,0,0,0,0,0,0,"baboon",256,0.227089941501617,0.0376719571650028,0.687777757644653,0.0222222227603197,0,2.41222786903381,25.973201751709,9737.1611328125
"676",257,283,"NA","uuid:5d3fd30a-1d76-4df8-8a42-dcc729bdcdd9","Kenokwe",20,"Female","Mkurya","O_level","Yes","10",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",5,"Yes","0_15","9","4","None","","Elephant","","Elephant","","Often","Cattle Sheep Goat Donkey Dog Chicken","34","10","20","1","2","12","NA","NA","Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","1","2","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","Elephant Hyena",1427.1,4.8,"uuid:5d3fd30a-1d76-4df8-8a42-dcc729bdcdd9",1,0,0,0,0,0,0,1,0,0,0,"baboon",257,0.26751321554184,0.0111640207469463,0.682063519954681,0.0099470904096961,0,2.27476239204407,29.841552734375,11730.13671875
"677",258,284,"NA","uuid:a513534f-1a67-4bbd-b521-bcfad2ef9156","Nyichoka",30,"Female","Mkurya","None","Yes","6",1,"Young_boy Young_girl Women",1,1,"3","NA","NA","2","NA","1",4,"Few_times","Yes","No","Crop_damage","Wildlife",3,"Yes","0_15","9","3","None","","Elephant","","Elephant","","Always","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1334.3,4.9,"uuid:a513534f-1a67-4bbd-b521-bcfad2ef9156",1,0,0,0,0,0,0,0,0,0,0,"baboon",258,0.254338622093201,0.0116402115672827,0.695820093154907,0.0144444443285465,0,2.3419463634491,25.4758434295654,10630.845703125
"678",259,285,"NA","uuid:5cbef5e8-7e04-4084-b4d9-ffea7f1b9dd0","Nyichoka",23,"Male","Mkurya","Primary","Yes","6",1,"Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"NA","1","2","1","1","1",4,"Frequently","Yes","Yes","Crop_damage","Wildlife",6,"Yes","0_15","8","4","Guarding Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Sheep Goat Donkey Dog Chicken","50","6","25","1","3","6","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1344.9,4.3,"uuid:5cbef5e8-7e04-4084-b4d9-ffea7f1b9dd0",1,0,0,0,0,0,0,0,0,0,0,"baboon",259,0.269947081804276,0.00661375652998686,0.305608451366425,0.033492062240839,0.0107936505228281,2.35341095924377,27.907377243042,975.871398925781
"679",260,286,"NA","uuid:efdf75db-da10-43a2-93b9-28844d118ad0","Nyichoka",30,"Female","Mkurya","None","Yes","6",1,"Young_boy Men Young_girl Women",1,1,"2","NA","1","2","NA","1",4,"Frequently","Yes","No","Crop_damage","Wildlife",10,"Yes","0_15","9","2","Guarding Shouting Chasing","","Elephant","","Elephant","","Often","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1386.2,4.7,"uuid:efdf75db-da10-43a2-93b9-28844d118ad0",1,0,0,0,0,0,0,0,0,0,0,"baboon",260,0.335238099098206,0.000105820108728949,0.170952379703522,0.0305291004478931,0.01137566100806,2.42282819747925,22.3259010314941,786.628356933594
"680",261,287,"NA","uuid:4833af23-4d87-45c3-a79a-3c215fcebbe7","Nyichoka",38,"Female","Mkurya","Primary","Yes","11",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage","Wildlife",2,"Yes","15_30","10","3","Guarding Shouting Chasing","","Elephant","","Elephant","","Always","Cattle Sheep Dog Chicken","40","20","NA","NA","2","12","NA","NA","Weather","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1445.5,4.5,"uuid:4833af23-4d87-45c3-a79a-3c215fcebbe7",1,0,0,0,0,0,0,0,0,0,0,"baboon",261,0.303544968366623,0.106507934629917,0.286666661500931,0.036613754928112,0.00582010578364134,5.64005947113037,23.0443096160889,1398.83337402344
"681",262,288,"NA","uuid:d511f6dc-cfea-410f-865e-724ae38f8e29","Nyichoka",46,"Female","Mzangeta","None","Yes","8",1,"Young_boy Men Young_girl Adolesc_girl Women",1,1,"1","NA","2","2","2","1",4,"Frequently","Yes","No","Crop_damage Structure","Wildlife",5,"No","30_45","9","3","Guarding Shouting Chasing","","Elephant","","Elephant","","Always","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","Elephant",1430.9,5,"uuid:d511f6dc-cfea-410f-865e-724ae38f8e29",1,0,0,0,0,0,0,0,0,0,0,"baboon",262,0.517301559448242,0.00772486766800284,0.217142850160599,0.0449735447764397,0.00978835951536894,3.31896185874939,30.9467945098877,2293.24633789062
"682",263,289,"NA","uuid:0c2201e7-935e-4e21-a246-08f9e0c46e0d","Nyichoka",56,"Female","Mwikoma","Primary","Yes","8",1,"Men Young_girl Adolesc_girl Women",1,1,"NA","NA","2","3","1","2",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",8,"Yes","15_30","9","2","Guarding Fire Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken","4","25","6","NA","1","16","NA","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Sheep","NA","NA","3","NA","NA","NA","Hyena","NA","Hyena","NA","","Rarely","","","",1417.6,4.7,"uuid:0c2201e7-935e-4e21-a246-08f9e0c46e0d",1,0,0,0,0,0,0,1,0,0,0,"baboon",263,0.375343918800354,0.163968250155449,0.256455034017563,0.0443386249244213,0.011428571306169,6.47956800460815,35.4782905578613,3672.47778320312
"683",264,290,"NA","uuid:37426c60-5232-4d06-b241-3e99302c226d","Nyichoka",53,"Female","Mkurya","Primary","Yes","20",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",5,"Yes","0_15","9","4","Guarding Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Sheep Goat Donkey Dog Chicken Duck","95","65","38","2","6","8","4","NA","Low_productivity","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","2","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","4","3","NA","NA","NA","Hyena","NA","Hyena","NA","","Rarely","","","",1379.5,4.8,"uuid:37426c60-5232-4d06-b241-3e99302c226d",1,0,0,0,0,0,0,1,0,0,0,"baboon",264,0.365238100290298,0.0042328042909503,0.352751314640045,0.0358201041817665,0.0110052907839417,2.50049018859863,26.8021335601807,2325.70703125
